age,description,review,is_recommended,rating_star,review_date,usage_period,purchase_point
19 - 24,"Normal, Medium Light, Neutral","pertama kali sebelum pakai sunscreen dari skinaqua aku pakai wardah dulu, teksturnya lembut tapi agak lengket dikulit, terus diwajah juga lumayan kusam, tapi oke si bagus untuk yg punya budget 30k ann, pemakaian udah4 bulan tapi beralih pindah ke skinaqua",yes,4,03/02/24, 3 months - 6 months, Female Daily Studio
25 - 29,"Combination, Medium, Warm","cukup melindungi, baunya cukup wangi, teksturnya creamy, tidak gampang menyerap tapi sangat melembabkan. harganya murah dan gampang didapatkan dimana saja. dengan harga 30ribuan aja melindungi bentuknya juga travel friendly gak bikin jeriwi",yes,4,03/02/24, 1 month - 3 months, Gift
19 - 24,"Oily, Medium Light, Neutral","Dari tekstur krimnya kental dan lumayan cocok di kulitku yang oily dan acne prone, rasanya agak berat di muka tapi coveragenya sangat oke. Sayangnya oksidasi krimnya di muka lumayan juga, jadi keliatan abu-abu di kulit setelah beberapa jam.",yes,5,03/02/24, 1 week - 1 month, Shopee
19 - 24,"Combination, Medium Light, Neutral","for all skin type dengan formula yang baru di upgrade bagus banget. Di wajah nyaman dipake sebelum make up, awalnya emang white case tapi lama-lama dia ngeblend di wajah, ringan banget dan ga bikin berminyak sih. Kebetulan, type muka aku kombinasi, dan untuk sunscreen dibawah harga 50k ini worth to try guys ✨",yes,5,03/02/24, More than 1 year, Shopee
25 - 29,"Oily, Medium Dark, Neutral","Wardah sunscreen bagus banget untuk kulit wajah, tidak white cast ketika dipakai untuk olahraga outdoor, membantu untuk melindungi kulit wajah dari paparan sinar UV ketika berada diluar rumah, bisa dipakai untuk indoor juga, good sunscreen",yes,5,03/02/24, Less than 1 week, Shopee
19 - 24,"Normal, Medium Light, Neutral",salah satu brand terkenal di indonesia dan paling aku suka pakai sunscreen ini. harga terjangkau tapi kualitasnya bukan main. keren banget. wardah emang brand yang terus bikin produk yang bikin aku jatuh cinta. semua produknya aku pakai.,yes,5,03/02/24, Less than 1 week, Shopee
18 and Under,"Normal, Medium, Warm","produk sunscreen Wardah ini sangat sangat recommended buat dipake tiap hari. teksturnya ringan, non grissy, cepet ngeresap, dan ga lengket sama sekali. harga juga murah, cari produknya pun gampang banget bisa di online store maupun offline store",yes,5,03/02/24, 1 month - 3 months, Shopee
19 - 24,"Combination, Medium Light, Warm","sunscreennya ringan dan mudah meresap, harga yang affordable, mudah ditemukan di berbagai e-commerce, untuk tipe kulit acne cocok, mudah diblend dan tidak meninggalkan whitecast. salah satu produk wardah yang repurchase beberapa kali",yes,5,03/02/24, 6 months - 1 year, Shopee
19 - 24,"Normal, Medium Light, Neutral","pakai ini terus setiap hari debesss banget, selalu terasa terlindungi kalo pake ini. ngga khawatir kalau keluar panas panas soalnya bener bener protect dari sinar uv. dan no white cast yang penting sih, jadi ngga susah kalo mau blend sama skincare lain",yes,5,03/02/24, More than 1 year, Shopee
25 - 29,"Normal, Medium, Neutral","sebenernya sunscreen wardah ini kandungannya bagus, tapi rasanya berat dan lengket di muka, terus jadi kayak kusam gitu. terus pas dipake panas-panasan kayak ada sensasi kebakar di muka, jadi tetep ngerasa gosong haha, kurang mantep proteksinya.",No,3,03/02/24, 1 month - 3 months, XBeauty by Female Daily
18 and Under,",18 and Under","memiliki tekstur dalam bentuk gel yang ringan, mudah menyerap ke dalam kulit, dan memberi sensasi segar. nyaman dan tidak lengket, sehingga cocok untuk digunakan sehari-hari.memiliki kandungan utama berbagai bahan aktif yang melindungi kulit dari sinar UV berbahaya.",yes,4,02/02/24, 1 week - 1 month, Indomaret
19 - 24,"Combination, Medium, Warm","bagus banget barang nya sumpahhhhhh gak ngerti lagi dahhhh sampe gk bisaaaa berkata kataa tauuu, seringggg make barang nya sampe sekaranggg dan itu worth it bangett apalagi kalau pass murahhhhh apalagi ada evemt x beautyyy ini di surabayaaaa jadi kantong sayaaaa bi hemat",yes,5,02/02/24, 3 months - 6 months, Indomaret
19 - 24,"Combination, Medium, Warm","suka banget sama sunscreen wardah yang ini. dulu pernah pakai yang versi lama masih suka dan sekarang tambah suka karena teksturnya makin enak, gampang di apply, gak bikin kusam dan finishnya dewy matte. suka banget pokoknya. wanginya juga udah ga mengganggu",yes,5,02/02/24, Less than 1 week, Instagram
19 - 24,",19 - 24","bagus banget buat kulit ku yang cenderung berjerawat, ngga ada whitecase, mudah diblend juga, bikin glowing dimuka, harganya terjangkau juga, mudah menyerap produknya, sampai aku rekomendasikan ke orang-orang disekitarku but cobain dan kata mereka cocok",yes,4,02/02/24, 1 week - 1 month, Lazada
19 - 24,"Combination, Medium Light, Neutral","Waktu mau beli sunscreen bingung pilih mana sunscreen wardah atau yang lain, alhamdulillah dapet dr gift sunscreen dr event hehe. Sunscreen wardah dengan harga terjangkau produknya sangat recommended dan tidak kusam dan tidak lengket",yes,5,02/02/24, Less than 1 week, Gift
19 - 24,"Combination, Medium, Neutral","Sunscreen yang menurutku texturenya aku banget dan ringan gak berat diwajahku, selain itu cepet banget nyerap dikulit. Plusnya lagi ada kandungan vit c buat mencerahkan kulit yang sekalian protection, suka deh rekomend buat kulit kering/combination",yes,5,02/02/24, 6 months - 1 year, XBeauty by Female Daily
30 - 34,"Combination, Medium, Neutral",melindungiii bgt aku dr Simarmatahariiii menghidrasi kulit yg kering dan rekomended buat ank kuliah ramah kantong..... demiiii apaaaaaa mau order lagiiii di Female daily network gak pake lamaaaaaa ... Karena apalagiii ini banyak diskonan dari allobank,yes,5,02/02/24, 3 months - 6 months, Female Daily Studio
19 - 24,"Combination, Medium Light, Cool","Salah satu sunscreen yang kalian wajib punya! Dia ada beberapa range spf yang bisa kalian pilih, buat yang oren ini kalian bisa pake daily, buat sekolah, buat ngantor juga ok, teksturnga ringan yang agak mild, nggak longsor, buruan beli guyss!",yes,5,02/02/24, 3 months - 6 months, Shopee
19 - 24,"Normal, Medium Light, Neutral","bagusss bgt ga nyesel pake ini murce harga magasiswa, melindungi dari sinar matahari bagus banget pokoknya buruan beliiii jangan ragu jangan bimbang, ayo beli, bagus pokoknya, aku sudah pake dan tidak mengecewakan ya bestie, ayo buruan",yes,5,02/02/24, 6 months - 1 year, Gift
19 - 24,"Oily, Light, Cool","coba2 pake ini karna murah, ternyata malah bikin jerawat kecil2 merah di kulitku yg super sensitif, padahal baru sehari pake. tp ttp aku coba selama seminggu takutnya emg hormon, ternyata malah nambah breakout. akhirnya stop.",No,3,02/02/24, 1 week - 1 month, Indomaret
19 - 24,"Oily, Medium Light, Cool","Sunscreen cepat menyerap, ada efek bikin putih sedikit tapi ga bikin abu², tidak menyebabkan iritasi kulit, harus sering-sering reply sunscreen apalagi kalo habis sholat supaya tidak terkena kanker kulit",yes,4,01/02/24, 3 months - 6 months, Alfamart
19 - 24,"Normal, Medium, Neutral",bagus loh sunscreen dari Wardah ini packaging-nya tuh aman banget nggak bakal bocor terus biasanya aku pakai sebelum berkegiatan. Nadia juga nggak bikin dempul ataupun bikin kusam aman banget buat kulit normal berminyak. suka banget deh sama sunscreen Wardah ini recommended,yes,5,01/02/24, 1 month - 3 months, Shopee
19 - 24,"Combination, Medium Light, Neutral","Aduh gatau sihh udah tube ke berapa ini mahh, tiap bingung beli sunscreen apa aku selalu ambil ini. Karena murah tapi pas di pakenya tuh ngelembabin banget dan ga ada whitecastnya jadi aku suka dan sering bgt pake ini kalo lagi engga bosen wkwkwk",yes,5,01/02/24, More than 1 year, Shopee
25 - 29,"Oily, Medium Light, Cool","My comfort sunscreen! Pokoknya kalo lagi buntu / ga punya budget untuk beli sunscreen, pasti balik lagi ke produk ini. Selain dia murah bgt, dia juga cukup nyaman dipake. Teksturnya kaya lotion warna putih gitu. Waktu dipake feelsnya melembabkan bgt tp ga bikin lengket / berminyak yg parah. Ga perlu pake pelembab tambahan. Dia no white cast lhoo. Nyaman bgt di kulit keringku. Emang kadang pilling sih kalau dipake bareng sm vit c but it’s doesn’t matter lah, bisa coba pake vit c yg lain. Kalau untuk proteksinya aku ga bisa mastiin ya tp aku pakai sesuai takaran (2 jari) biar proteksinya maksimal. Baunya pun enak wangi gitu dan ga menyengat. Isinya banyak dgn harga yg super terjangkau. Plis ini wajib dicoba sih!! Aku udah repurchase beberapa kali 😍",yes,5,31/01/24, 1 week - 1 month, Gift
19 - 24,"Oily, Medium, Neutral",pernah nyobain ini pas lagi harga viralnya di toko item... dan menurut aku lumayan bagus sih nggak bikin bruntusan di wajah dan menurut aku agak sedikit white case dan bikin kulit berminyak tapi overall ini bagus di kulit aku yang oily skin dan acne prone,yes,4,31/01/24, 3 months - 6 months, Shopee
25 - 29,"Combination, Medium Light, Neutral","harga murah, tp ga begitu suka teksturnya, memberikan efek berminyak. tapi untuk remaja wardah pilihan yang aman dan nyaman. sedikit lebih berat tekstur nya daripada yang sunscreen wardah yang warna biru. mudah ditemukan di toko kosmetik",yes,5,30/01/24, More than 1 year, Guardian
19 - 24,"Normal, Medium Light, Neutral","Buat kalian yang mau pakai sunscreen yang nyaman banget dengan harga murah kalian wajib pilih Wardah sunscreen! teksturenya ringan banget, mudah di aplikasikan jugaa dan pastinya nggak mengandung alkohol yaa. varian spf 35 dilengkaapi dengan PA triple plus yang bisa melindungi wajahmu dari sinar uv!",yes,5,30/01/24, Less than 1 week, Shopee
25 - 29,"Oily, Light, Cool","teksturnya nyaman karena bentuk gel dan sedikit cair. mudah diratakan. tidak ada whitecast. tapi kulit jadi mudah berminyak setelah pemakaian lama dan peeling di awal pemakaian. utk aroma tdk menyengat, no alcohol juga. tapi sayangnya tdk cocok",No,3,29/01/24, Less than 1 week, Gift
25 - 29,"Combination, Medium Light, Neutral","Salah satu sunscrean yg avordable, dia enak diblend gk whitecast. ditimpa makeup juga aman (base yg aku pakai tipis ya). packing simple, bagian lubang produk juga pas gk terlalu besar jadi gk khawatir terlalu banyak yg diambil, sizenya juga pas jadi klo dibawa keman2 gk terlalu makan tempat ditas",yes,4,29/01/24, 1 month - 3 months, Shopee
19 - 24,"Combination, Medium, Warm","Tekstur nya light lotion, nyerepnya lumayan lama, agak minyakan di aku. Wanginya lumayan kenceng, tapi bukan wangi alkohol ya. Ga bikin break out tapi lumayan nyumbat pori-pori, harus ekstra pas double cleansing.",No,3,28/01/24, 1 month - 3 months, Gift
18 and Under,"Combination, Medium Dark, Warm","dari segi packaging ini bagus, gampang buat aplikasiinya. cuman dari segi texture menurutku ini agak berat ya, butuh waktu juga buat meresapnya. sebenernya ini bagus kok, cuman di aku malah bikin kusam kalo kena panas. kalo di re-apply berasa berat.",No,2,27/01/24, 1 month - 3 months, Shopee
25 - 29,"Normal, Medium, Neutral","Sebenernya dari segi tekstur enak banget ringan, ngga bikin whitecast, ngga lengket dan ngga berbau nye grak. cuma sayangnya kurang cocok di kulit aku, tipe kulit aku normal to dry tapi tiap pake ini selalu jadi berminyak banget dan bikin bruntusanku aktif",yes,3,27/01/24, 1 month - 3 months, Shopee
18 and Under,"Normal, Medium, Warm","teksturnya krim tp gak terlalu kental,nggak thicky,nggak white case,mudah diratakan ke seluruh wajah,baunya smooth,mudah menyerap,harganya ramah dikantong,serta mudah ditemukan disekitaran rumah...jd mudah untuk repurchase kalo cocok",yes,5,27/01/24, 1 month - 3 months, Sample
19 - 24,"Oily, Medium, Neutral","sunscreen wardah ini udah aku pake sejak 2021, dannn dialah salah satu produk yang bikin redness dan jerawat aku berkurang. Rajin pake ss wardah yang inii tuh bener-bener buat perubahan yang signifikan di wajah akuuu. Tekstur memang agak sumuk di wajah after apply, but setelah beberapa menit akannn meresap di wajah. Untuk whitecast di wajah akuu ngga adaa samsek, jadi dia langsung rata tanpa ninggalin whitecast. Sunscreen yang udah jadi loml 🫶💐🧚",yes,5,26/01/24, More than 1 year, Shopee
19 - 24,"Normal, Medium Light, Neutral","cocok banget buat daily aplg era kuliah sekolah yg masi remaja ni ga berat si sunscreennya, tipe kulit muka aku cenderung kering tp overall it’s okaayyyyy bangett!🤩 selalu nyimpen banyaaa buat jaga-jaga kaloo abis huhu dan harga jg worth it‼️",yes,5,25/01/24, 1 week - 1 month, Shopee
30 - 34,"Combination, Medium, Neutral","Suka banget,gampang meresap,nggak lengket,nggak white cast tentunya.,awal make dimuka tuh dingin jadi makin seger dimuka,teksturnya krim agak cair,aromanya smooth,kemasannya mudah dibawah kemana-mana.,siap siap repurchase lagi nih....",yes,5,25/01/24, 1 month - 3 months, Gift
19 - 24,"Dry, Medium Light, Neutral","Aku udh semingguan pke produk ini ternyata suka bgt pas dipke ringan, mudah nyerep, no whitecast, tekstur nya cair jadi gampang di blend yang kulit nya kombinasi berminyak pke ini ternyata enk dan cocok untuk kulit kering gak cmn itu aja harganya murce trs gampang di dapetinnya fix bakal re perches lagii worth it bgt 💙💙💙",yes,5,24/01/24, Less than 1 week, Brand website
19 - 24,"Normal, Light, Neutral","Sebelum aku kenal sunscreen wardah ini kulitku agak kusam karna terus menerus terkena paparan sinar matahari,tetapi semenjak aku memakai suncreen ini wajahku jadi terlindungi dan dalam keadaan terkena sinar mataharipun kulitku masih terlihat cerah bercahaya,jadi untuk semua cobain deh untuk memakai suncren ini aku jamin setelah pakai ini kulit kalian juga jadi bercahaya sehat dan tidak kusam lagi teksturnya pun mudah di aplikasikan dengan rangkaian produk wardah yang lain",yes,5,23/01/24, Less than 1 week, Female Daily Event
18 and Under,"Dry, Medium Dark, Neutral","ternyata buat kulitku yang super kering dan sensitive sunscreen ini gak cocok buat aku soalnya rasanya gak nyaman di kulit untuk kadar ngelembapinnya kurang banget malahan jadinya lunturr parah, ada whitecastnya jugaa. untuk purchase kayaknya no deh.",No,2,18/01/24, 3 months - 6 months, Shopee
25 - 29,"Dry, Medium, Warm","Tak Terasa sebulan sudah pakai sunscreen ini,aku pakai daily di pagi hari untuk seharian di ruangan tertutup paling kena sinar matahari saat berangkat dan pulang kerja. Packaging nya oke ya,tube seperti sunscreen pada umumnya. Teksturnya gel light agak kental berwarna putih susu, aromanya juga harum tapi ngga ganggu. Enak diaplikasikan ke kulit,ngga bikin whitecash, super melembabkan, bikin kulit agak berminyak dikit but's its okay.Sunscreen yang cocok banget dipakai daily tapi jangan sampe kena air, karena hilang khasiatnya. aku coba pakai buat renang benar-benar hilang, kulit tetep gosong kemarahan. So Sun Screen ini lebih cocok untuk orang yang ngga banyak terpapar sinar matahari secara langsung.",yes,4,18/01/24, 1 week - 1 month, Gift
25 - 29,"Combination, Medium Light, Neutral","sunscreen wardah ini menurutku teksturnya enak, bikin muka jadi glowing, di blend nya juga enak ga ninggalin white cast di muka ku, cuma minusnya ini agak bikin kusam kalo ga di set pake bedak, tp untuk harganya murah banget, jadi aku selalu repurchase soalnya belum nemu sunscreen murah lain yang cocok di mukaku yang acne prone skin, kalo ga cocok suka bikin jerawat yang gede2, tp untuk sunscreen wardah ini aman di mukaku. tp untuk formula baru mereka yang spf 35 teksturnya agak beda jadi lebih watery gitu pas di blend kalo formula lamanya lebih kaya gel gitu",yes,4,17/01/24, More than 1 year, Shopee
25 - 29,"Combination, Medium Light, Warm","Dapet freebies dari acara Wardah. Tekstur gel cream agak tebel tapi mudah diratain. Proteksi oke sih, tapi sayangnya bau alkoholnya agak nyengat dan jadi agak perih kalau apply di area mata. Dan tube nya bukan yg pointy jadi agak beleber kalau keluarin produk. Kayanya mau coba sunscreen dari Paragon yg lain dulu deh.",yes,4,16/01/24, 1 month - 3 months, Gift
19 - 24,"Dry, Medium, Warm",sunscreen pertama yang pernah aku coba. enak dan murce say wkwkw salah satu sunscreen yang gampang banget ditemuin dimana aja bahkan di pasarpun ada. walau harus butuh effort buat ngeblend semuka kalo pakek takeran dua ruas jari tapi dia tu enak di pakek ngga terlalu parah white castnya,yes,4,15/01/24, More than 1 year, shopee
19 - 24,"Combination, Medium, Neutral","Pertama kali cobain ini, aku gak expect banyak. But turns out aku suka banget sama sunscreen ini. Sunscreen ini gak ada whitecastnya sama sekali, teksturnya itu watery dan saat di blend ke kulit langsung cepat meresap, gak buat muka kusam juga. Dan aku suka banget ini karena ngasih finish yang healthy glow tapi gak lebay gitu, kalau abis aku mau repurchase lagi atau cobain yang varian 50 SPA +++",yes,5,15/01/24, 1 month - 3 months, PR Package
